wavelength_nm,ED_m2,MD_m2,EQ_m2,MQ_m2,Total_m2
970.00,1.9684365e-14,1.2838134e-15,1.0800085e-17,1.2779624e-18,2.0980259e-14
972.00,1.9521055e-14,1.2731896e-15,1.0625013e-17,1.2549647e-18,2.0806127e-14
974.00,1.9359261e-14,1.2626647e-15,1.0453124e-17,1.2324162e-18,2.0633613e-14
976.00,1.919897e-14,1.2522375e-15,1.0284356e-17,1.2103075e-18,2.0462704e-14
978.00,1.9040168e-14,1.2419072e-15,1.0118645e-17,1.1886293e-18,2.0293384e-14
980.00,1.8882842e-14,1.2316727e-15,9.95593e-18,1.1673726e-18,2.012564e-14
982.00,1.872698e-14,1.221533e-15,9.7961506e-18,1.1465285e-18,1.9959457e-14
984.00,1.8572569e-14,1.2114872e-15,9.6392483e-18,1.1260883e-18,1.9794823e-14
986.00,1.8419595e-14,1.2015343e-15,9.4851656e-18,1.1060437e-18,1.9631722e-14
988.00,1.8268046e-14,1.1916733e-15,9.3338465e-18,1.0863864e-18,1.9470141e-14
990.00,1.8117908e-14,1.1819034e-15,9.1852359e-18,1.0671082e-18,1.9310066e-14
992.00,1.7969171e-14,1.1722235e-15,9.0392801e-18,1.0482014e-18,1.9151483e-14
994.00,1.7821819e-14,1.1626329e-15,8.8959266e-18,1.0296581e-18,1.8994379e-14
996.00,1.7675842e-14,1.1531305e-15,8.7551239e-18,1.011471e-18,1.883874e-14
998.00,1.7531226e-14,1.1437154e-15,8.6168218e-18,9.9363243e-19,1.8684553e-14
1000.00,1.7387959e-14,1.1343869e-15,8.480971e-18,9.7613537e-19,1.8531805e-14
